Company Name,Sales Growth,ROA,Total Accruals,Operating Cash Flow,CAPEX,R&D,Leverage Ratio,Working Capital Ratio,ForeignOp,ETR,Market-to-Book,Log(Total Assets),Big N,year,Bog Index,Tax Effectiveness,Accounting Analytics Mention,Fama-French industry code (5 industries),nyyear,NYWorking Capital Ratio,NYLeverage Ratio,NYROA,NYBig N,NYCAPEX,NYR&D,NYForeignOp,NYSales Growth,NYMarket-to-Book,NYETR,NYBog Index,NYAccounting Analytics Mention,Log(Total Assets),NYTax Effectiveness,NYTotal Accruals,NYOperating Cash Flow
APPLE INC,-0.080,0.142,-0.063,0.205,0.040,0.031,0.234,1.353,1.000,0.256,4.704,12.681,1.000,2016.000,93.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.276,0.259,0.129,1.000,0.033,0.031,1.000,0.066,5.894,0.246,92.000,0.000,12.836,1.000,-0.041,0.169
APPLE INC,0.066,0.129,-0.041,0.169,0.033,0.031,0.259,1.276,1.000,0.246,5.894,12.836,1.000,2017.000,92.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.124,0.256,0.163,1.000,0.036,0.039,1.000,0.158,10.018,0.183,95.000,0.000,12.810,1.000,-0.049,0.212
APPLE INC,0.158,0.163,-0.049,0.212,0.036,0.039,0.256,1.124,1.000,0.183,10.018,12.810,1.000,2018.000,95.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.540,0.271,0.163,1.000,0.031,0.048,1.000,-0.020,10.998,0.159,114.000,0.000,12.732,1.000,-0.042,0.205
APPLIED MATERIALS INC,0.121,0.118,-0.051,0.169,0.017,0.106,0.215,2.300,1.000,0.145,4.344,9.588,1.000,2016.000,95.000,0.859,0.000,"Manufacturing, Energy, and Utilities",2017.000,3.139,0.273,0.177,1.000,0.018,0.091,1.000,0.343,6.398,0.080,94.000,0.000,9.874,1.000,-0.009,0.186
APPLIED MATERIALS INC,0.343,0.177,-0.009,0.186,0.018,0.091,0.273,3.139,1.000,0.080,6.398,9.874,1.000,2017.000,94.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,2.642,0.299,0.186,1.000,0.035,0.114,1.000,0.187,4.649,0.294,99.000,0.000,9.785,1.000,-0.027,0.213
ENERPAC TOOL GROUP CORP,-0.080,-0.073,-0.154,0.082,0.014,0.013,0.392,2.243,1.000,0.193,2.697,7.274,1.000,2016.000,89.000,0.558,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.707,0.351,-0.044,1.000,0.019,0.014,1.000,-0.047,2.871,0.199,91.000,0.000,7.324,0.414,-0.102,0.058
ENERPAC TOOL GROUP CORP,-0.047,-0.044,-0.102,0.058,0.019,0.014,0.351,1.707,1.000,0.199,2.871,7.324,1.000,2017.000,91.000,0.414,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.997,0.339,-0.015,1.000,0.014,0.017,1.000,0.079,3.214,-0.708,96.000,0.000,7.301,0.267,-0.086,0.072
ENERPAC TOOL GROUP CORP,0.079,-0.015,-0.086,0.072,0.014,0.017,0.339,1.997,1.000,-0.708,3.214,7.301,1.000,2018.000,96.000,0.267,0.000,"Manufacturing, Energy, and Utilities",2019.000,2.431,0.403,-0.222,1.000,0.013,0.008,1.000,-0.386,4.459,0.569,100.000,0.000,7.025,0.237,-0.269,0.048
TRECORA RESOURCES,-0.122,0.067,-0.031,0.098,0.139,0.000,0.250,2.155,0.000,0.351,2.044,5.677,0.000,2016.000,87.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.815,0.278,0.055,0.000,0.158,0.000,0.000,0.154,1.777,-0.660,87.000,0.000,5.791,0.928,-0.039,0.094
TRECORA RESOURCES,0.154,0.055,-0.039,0.094,0.158,0.000,0.278,1.815,0.000,-0.660,1.777,5.791,0.000,2017.000,87.000,0.928,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.873,0.298,-0.007,0.000,0.077,0.000,0.000,0.175,1.039,0.257,96.000,0.000,5.799,0.916,-0.067,0.060
TRECORA RESOURCES,0.175,-0.007,-0.067,0.060,0.077,0.000,0.298,1.873,0.000,0.257,1.039,5.799,0.000,2018.000,96.000,0.916,0.000,"Manufacturing, Energy, and Utilities",2019.000,2.937,0.296,-0.050,0.000,0.033,0.000,0.000,-0.101,1.034,0.217,99.000,0.000,5.710,0.833,-0.133,0.083
ARCHER-DANIELS-MIDLAND CO,-0.079,0.032,-0.005,0.037,0.022,0.003,0.164,1.598,1.000,0.293,1.523,10.591,1.000,2016.000,86.000,0.418,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.585,0.166,0.040,1.000,0.026,0.003,1.000,-0.024,1.219,0.004,86.000,0.000,10.596,0.361,-0.015,0.055
ARCHER-DANIELS-MIDLAND CO,-0.024,0.040,-0.015,0.055,0.026,0.003,0.166,1.585,1.000,0.004,1.219,10.596,1.000,2017.000,86.000,0.361,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.748,0.189,0.044,1.000,0.021,0.003,1.000,0.058,1.207,0.119,94.000,0.000,10.617,0.380,0.125,-0.117
ARCHER-DANIELS-MIDLAND CO,0.058,0.044,0.125,-0.117,0.021,0.003,0.189,1.748,1.000,0.119,1.207,10.617,1.000,2018.000,94.000,0.380,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,1.554,0.192,0.031,1.000,0.019,0.004,1.000,0.005,1.344,0.132,94.000,0.000,10.692,0.387,0.125,-0.124
ARCBEST CORP,0.012,0.014,-0.070,0.084,0.060,0.000,0.137,1.347,0.000,0.341,1.182,7.178,1.000,2016.000,96.000,0.284,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.297,0.152,0.044,1.000,0.055,0.000,0.000,0.047,1.407,-0.158,97.000,0.000,7.219,0.358,-0.068,0.111
ARCBEST CORP,0.047,0.044,-0.068,0.111,0.055,0.000,0.152,1.297,0.000,-0.158,1.407,7.219,1.000,2017.000,97.000,0.358,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.439,0.154,0.044,1.000,0.035,0.000,0.000,0.095,1.221,0.203,102.000,0.000,7.339,0.346,-0.122,0.166
ARCBEST CORP,0.095,0.044,-0.122,0.166,0.035,0.000,0.154,1.439,0.000,0.203,1.221,7.339,1.000,2018.000,102.000,0.346,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,1.495,0.193,0.024,1.000,0.062,0.000,0.000,-0.034,0.919,0.223,115.000,0.000,7.409,0.348,-0.079,0.103
ARROW ELECTRONICS INC,0.023,0.037,0.012,0.025,0.012,0.000,0.190,1.542,1.000,0.267,1.436,9.561,1.000,2016.000,87.000,0.568,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.561,0.178,0.024,1.000,0.012,0.000,1.000,0.125,1.424,0.414,87.000,0.000,9.709,0.598,0.017,0.008
ARTS WAY MFG INC,-0.228,-0.030,-0.118,0.087,0.010,0.005,0.051,2.497,0.000,0.185,0.764,3.305,0.000,2016.000,79.000,0.613,0.000,"Manufacturing, Energy, and Utilities",2017.000,2.858,0.113,-0.067,0.000,0.021,0.008,0.000,-0.039,0.702,0.236,78.000,0.000,3.194,0.419,-0.098,0.031
ARTS WAY MFG INC,-0.039,-0.067,-0.098,0.031,0.021,0.008,0.113,2.858,0.000,0.236,0.702,3.194,0.000,2017.000,78.000,0.419,0.000,"Manufacturing, Energy, and Utilities",2018.000,2.107,0.118,-0.159,0.000,0.036,0.008,0.000,-0.048,0.773,0.133,83.000,0.000,3.060,0.353,-0.106,-0.052
ARTS WAY MFG INC,-0.048,-0.159,-0.106,-0.052,0.036,0.008,0.118,2.107,0.000,0.133,0.773,3.060,0.000,2018.000,83.000,0.353,0.000,"Manufacturing, Energy, and Utilities",2019.000,2.192,0.121,-0.073,0.000,0.023,0.008,0.000,0.160,0.671,0.197,82.000,0.000,2.963,0.309,-0.115,0.042
ASHLAND GLOBAL HOLDINGS INC,-0.081,-0.003,-0.071,0.068,0.031,0.010,0.315,2.357,1.000,0.978,2.148,9.180,1.000,2016.000,99.000,0.262,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.966,0.300,0.000,1.000,0.023,0.010,1.000,-0.341,1.190,-0.071,102.000,0.000,9.062,0.282,-0.042,0.042
ASHLAND GLOBAL HOLDINGS INC,-0.341,0.000,-0.042,0.042,0.023,0.010,0.300,1.966,1.000,-0.071,1.190,9.062,1.000,2017.000,102.000,0.282,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.593,0.276,0.014,1.000,0.022,0.010,1.000,0.148,1.527,0.079,103.000,0.000,9.018,0.278,-0.022,0.036
ASTRONOVA INC,0.071,0.058,-0.041,0.099,0.039,0.089,0.000,5.709,1.000,0.345,1.710,4.356,0.000,2016.000,85.000,0.526,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,5.125,0.000,0.051,0.000,0.015,0.075,1.000,0.040,1.466,0.360,84.000,0.000,4.427,0.513,-0.033,0.083
ASTRONOVA INC,0.040,0.051,-0.033,0.083,0.015,0.075,0.000,5.125,1.000,0.360,1.466,4.427,0.000,2017.000,84.000,0.513,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,2.461,0.144,0.027,0.000,0.018,0.061,1.000,0.152,1.436,0.363,83.000,0.000,4.807,0.573,-0.004,0.030
ASTRONOVA INC,0.152,0.027,-0.004,0.030,0.018,0.061,0.144,2.461,1.000,0.363,1.436,4.807,0.000,2018.000,83.000,0.573,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,2.538,0.108,0.048,0.000,0.022,0.066,1.000,0.205,1.992,0.216,82.000,0.000,4.779,0.528,0.020,0.028
ASTRONICS CORP,-0.085,0.080,-0.001,0.081,0.022,0.149,0.241,2.947,1.000,0.296,2.918,6.404,1.000,2016.000,84.000,0.910,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,3.065,0.366,0.027,1.000,0.018,0.129,1.000,-0.014,3.524,0.213,87.000,0.000,6.601,0.831,-0.025,0.051
REX AMERICAN RESOURCES CORP,-0.237,0.076,-0.021,0.097,0.037,0.000,0.000,9.135,0.000,0.274,1.141,6.028,1.000,2016.000,91.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,10.059,0.000,0.071,1.000,0.031,0.000,0.000,0.040,1.600,0.306,90.000,0.000,6.118,1.000,-0.081,0.152
REX AMERICAN RESOURCES CORP,0.040,0.071,-0.081,0.152,0.031,0.000,0.000,10.059,0.000,0.306,1.600,6.118,1.000,2017.000,90.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,10.848,0.000,0.083,1.000,0.050,0.000,0.000,-0.003,1.405,-0.769,91.000,0.000,6.171,1.000,-0.003,0.086
REX AMERICAN RESOURCES CORP,-0.003,0.083,-0.003,0.086,0.050,0.000,0.000,10.848,0.000,-0.769,1.405,6.171,1.000,2018.000,91.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2019.000,10.848,0.000,0.067,1.000,0.023,0.000,0.000,0.075,1.164,-1.000,83.000,0.000,6.156,1.000,-0.035,0.102
AUTOMATIC DATA PROCESSING,0.067,0.034,-0.008,0.043,0.004,0.014,0.046,1.102,1.000,0.332,9.342,10.684,1.000,2016.000,94.000,0.922,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.095,0.054,0.047,1.000,0.006,0.017,1.000,0.061,11.465,0.315,93.000,0.000,10.524,0.931,-0.011,0.057
AUTOMATIC DATA PROCESSING,0.061,0.047,-0.011,0.057,0.006,0.017,0.054,1.095,1.000,0.315,11.465,10.524,1.000,2017.000,93.000,0.931,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.054,0.054,0.044,1.000,0.006,0.017,1.000,0.076,17.014,0.253,98.000,1.000,10.521,0.916,-0.024,0.068
AUTOMATIC DATA PROCESSING,0.076,0.044,-0.024,0.068,0.006,0.017,0.054,1.054,1.000,0.253,17.014,10.521,1.000,2018.000,98.000,0.916,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.053,0.048,0.055,1.000,0.004,0.015,1.000,0.064,13.294,0.237,96.000,0.000,10.643,0.942,-0.009,0.064
AVERY DENNISON CORP,0.020,0.073,-0.060,0.133,0.040,0.020,0.162,0.950,1.000,0.328,6.700,8.389,1.000,2016.000,86.000,0.608,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.135,0.256,0.055,1.000,0.037,0.018,1.000,0.087,9.663,0.522,87.000,0.000,8.544,0.842,-0.072,0.127
AVERY DENNISON CORP,0.087,0.055,-0.072,0.127,0.037,0.018,0.256,1.135,1.000,0.522,9.663,8.544,1.000,2017.000,87.000,0.842,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.152,0.342,0.090,1.000,0.044,0.019,1.000,0.082,7.969,0.154,82.000,0.000,8.552,0.934,0.002,0.088
AVERY DENNISON CORP,0.082,0.090,0.002,0.088,0.044,0.019,0.342,1.152,1.000,0.154,7.969,8.552,1.000,2018.000,82.000,0.934,0.000,"Manufacturing, Energy, and Utilities",2019.000,1.039,0.291,0.055,1.000,0.040,0.017,1.000,-0.012,9.058,-0.230,110.000,0.000,8.610,0.938,-0.081,0.136
AVNET INC,-0.061,0.045,0.025,0.020,0.013,0.000,0.119,1.822,1.000,0.245,1.100,9.327,1.000,2016.000,91.000,0.600,1.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,3.070,0.178,0.054,1.000,0.012,0.000,1.000,-0.335,0.923,0.152,93.000,0.000,9.180,0.495,0.092,-0.038
AVNET INC,-0.335,0.054,0.092,-0.038,0.012,0.000,0.178,3.070,1.000,0.152,0.923,9.180,1.000,2017.000,93.000,0.495,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,2.563,0.155,-0.016,1.000,0.016,0.000,1.000,0.092,1.060,1.000,98.000,0.000,9.169,0.429,-0.043,0.026
AZZ INC,0.106,0.078,-0.068,0.146,0.041,0.000,0.309,2.084,1.000,0.264,2.715,6.891,0.000,2016.000,89.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,2.090,0.261,0.062,0.000,0.042,0.000,1.000,-0.049,2.875,0.281,87.000,0.000,6.885,1.000,-0.051,0.114
AZZ INC,-0.049,0.062,-0.051,0.114,0.042,0.000,0.261,2.090,1.000,0.281,2.875,6.885,0.000,2017.000,87.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,2.499,0.279,0.044,0.000,0.029,0.000,1.000,-0.056,1.876,-0.462,91.000,0.000,6.936,1.000,-0.033,0.077
AZZ INC,-0.056,0.044,-0.033,0.077,0.029,0.000,0.279,2.499,1.000,-0.462,1.876,6.936,0.000,2018.000,91.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,2.297,0.259,0.047,0.000,0.024,0.000,1.000,0.144,1.991,0.187,92.000,0.000,6.993,1.000,-0.058,0.105
BADGER METER INC,0.043,0.092,-0.068,0.161,0.030,0.030,0.000,1.991,1.000,0.352,4.199,5.857,1.000,2016.000,82.000,0.835,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.704,0.000,0.088,1.000,0.038,0.027,1.000,0.022,5.017,0.370,82.000,0.000,5.971,0.828,-0.039,0.127
BADGER METER INC,0.022,0.088,-0.039,0.127,0.038,0.027,0.000,1.704,1.000,0.370,5.017,5.971,1.000,2017.000,82.000,0.828,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,2.744,0.000,0.071,1.000,0.022,0.028,1.000,0.078,4.721,0.225,89.000,0.000,5.973,0.809,-0.083,0.154
BADGER METER INC,0.078,0.071,-0.083,0.154,0.022,0.028,0.000,2.744,1.000,0.225,4.721,5.973,1.000,2018.000,89.000,0.809,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,3.495,0.000,0.112,1.000,0.018,0.028,1.000,-0.021,5.711,0.234,89.000,1.000,6.045,0.854,-0.079,0.191
BALCHEM CORP  -CL B,0.001,0.059,-0.054,0.113,0.024,0.008,0.259,1.866,0.000,0.325,5.115,6.855,0.000,2016.000,96.000,0.815,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,1.839,0.191,0.093,0.000,0.029,0.010,0.000,0.075,4.184,-0.018,97.000,0.000,6.871,0.783,-0.021,0.115
BALCHEM CORP  -CL B,0.075,0.093,-0.021,0.115,0.029,0.010,0.191,1.839,0.000,-0.018,4.184,6.871,0.000,2017.000,97.000,0.783,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,2.758,0.159,0.080,0.000,0.020,0.012,0.000,0.082,3.654,0.207,110.000,0.000,6.889,0.755,-0.041,0.121
BALCHEM CORP  -CL B,0.082,0.080,-0.041,0.121,0.020,0.012,0.159,2.758,0.000,0.207,3.654,6.889,0.000,2018.000,110.000,0.755,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,2.763,0.219,0.069,0.000,0.025,0.010,0.000,0.000,4.401,0.174,99.000,0.000,7.052,0.772,-0.039,0.108
BALL CORP,0.133,0.016,0.004,0.012,0.037,0.002,0.452,1.230,1.000,-0.900,3.822,9.691,1.000,2016.000,86.000,0.963,0.000,"Manufacturing, Energy, and Utilities",2017.000,0.915,0.380,0.022,1.000,0.032,0.002,1.000,0.212,3.360,0.303,85.000,1.000,9.751,0.735,-0.064,0.086
BALL CORP,0.212,0.022,-0.064,0.086,0.032,0.002,0.380,0.915,1.000,0.303,3.360,9.751,1.000,2017.000,85.000,0.735,1.000,"Manufacturing, Energy, and Utilities",2018.000,0.962,0.393,0.027,1.000,0.049,0.002,1.000,0.059,4.458,0.290,93.000,1.000,9.714,0.578,-0.067,0.095
BALL CORP,0.059,0.027,-0.067,0.095,0.049,0.002,0.393,0.962,1.000,0.290,4.458,9.714,1.000,2018.000,93.000,0.578,1.000,"Manufacturing, Energy, and Utilities",2019.000,0.876,0.375,0.033,1.000,0.034,0.003,1.000,-0.014,7.119,0.117,106.000,1.000,9.762,0.457,-0.057,0.089
BARNES GROUP INC,0.031,0.063,-0.038,0.102,0.022,0.006,0.219,2.016,1.000,0.257,2.184,7.667,1.000,2016.000,84.000,0.506,0.000,"Manufacturing, Energy, and Utilities",2017.000,2.435,0.222,0.025,1.000,0.025,0.006,1.000,0.167,2.680,0.696,84.000,0.000,7.769,0.454,-0.061,0.086
BARNES GROUP INC,0.167,0.025,-0.061,0.086,0.025,0.006,0.222,2.435,1.000,0.696,2.680,7.769,1.000,2017.000,84.000,0.454,0.000,"Manufacturing, Energy, and Utilities",2018.000,2.253,0.333,0.059,1.000,0.020,0.006,1.000,0.041,2.288,0.199,90.000,0.000,7.941,0.559,-0.025,0.084
BARNES GROUP INC,0.041,0.059,-0.025,0.084,0.020,0.006,0.333,2.253,1.000,0.199,2.288,7.941,1.000,2018.000,90.000,0.559,0.000,"Manufacturing, Energy, and Utilities",2019.000,2.229,0.309,0.058,1.000,0.019,0.006,1.000,-0.003,2.478,0.234,91.000,0.000,7.915,0.481,-0.033,0.091
BARNWELL INDUSTRIES,-0.288,-0.056,0.106,-0.162,0.175,0.000,0.000,3.329,1.000,0.298,0.919,3.446,1.000,2018.000,94.000,0.893,0.000,"Manufacturing, Energy, and Utilities",2019.000,1.826,0.000,-0.528,1.000,0.109,0.000,1.000,0.305,3.516,0.018,96.000,0.000,2.907,0.620,-0.368,-0.117
BASSETT FURNITURE INDS,0.003,0.057,-0.083,0.140,0.077,0.000,0.014,1.825,0.000,0.386,1.724,5.629,1.000,2016.000,83.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.912,0.001,0.062,1.000,0.053,0.000,0.000,0.047,2.154,0.345,84.000,0.000,5.683,1.000,-0.062,0.124
BASSETT FURNITURE INDS,0.047,0.062,-0.062,0.124,0.053,0.000,0.001,1.912,0.000,0.345,2.154,5.683,1.000,2017.000,84.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.816,0.000,0.028,1.000,0.063,0.000,0.000,0.010,1.163,0.327,92.000,0.000,5.676,1.000,-0.070,0.098
BASSETT FURNITURE INDS,0.010,0.028,-0.070,0.098,0.063,0.000,0.000,1.816,0.000,0.327,1.163,5.676,1.000,2018.000,92.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,1.893,0.000,-0.007,1.000,0.063,0.000,0.000,-0.010,0.862,-0.108,90.000,0.000,5.620,1.000,-0.043,0.036
BAXTER INTERNATIONAL INC,0.020,0.208,0.125,0.106,0.046,0.042,0.179,2.396,1.000,-0.002,2.886,9.652,1.000,2016.000,92.000,0.920,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,2.575,0.205,0.042,1.000,0.037,0.036,1.000,0.039,3.836,0.405,93.000,0.000,9.747,0.895,-0.065,0.107
BAXTER INTERNATIONAL INC,0.039,0.042,-0.065,0.107,0.037,0.036,0.205,2.575,1.000,0.405,3.836,9.747,1.000,2017.000,93.000,0.895,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,2.087,0.222,0.104,1.000,0.044,0.042,1.000,0.054,4.332,0.037,98.000,0.000,9.658,0.857,-0.030,0.134
BAXTER INTERNATIONAL INC,0.054,0.104,-0.030,0.134,0.044,0.042,0.222,2.087,1.000,0.037,4.332,9.658,1.000,2018.000,98.000,0.857,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,2.323,0.292,0.055,1.000,0.038,0.033,1.000,0.021,5.370,-0.042,97.000,0.000,9.809,0.831,-0.061,0.116
APPLIED INDUSTRIAL TECH INC,-0.084,0.023,-0.100,0.123,0.010,0.000,0.248,2.849,1.000,0.626,2.680,7.180,1.000,2016.000,82.000,0.688,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,2.849,0.207,0.097,1.000,0.012,0.000,1.000,0.029,3.093,0.198,83.000,0.000,7.235,0.724,-0.022,0.119
APPLIED INDUSTRIAL TECH INC,0.029,0.097,-0.022,0.119,0.012,0.000,0.207,2.849,1.000,0.198,3.093,7.235,1.000,2017.000,83.000,0.724,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,2.446,0.413,0.062,1.000,0.010,0.000,1.000,0.185,3.331,0.308,88.000,0.000,7.734,0.707,-0.002,0.064
APPLIED INDUSTRIAL TECH INC,0.185,0.062,-0.002,0.064,0.010,0.000,0.413,2.446,1.000,0.308,3.331,7.734,1.000,2018.000,88.000,0.707,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,2.709,0.390,0.062,1.000,0.008,0.000,1.000,0.130,2.647,0.260,89.000,0.000,7.754,0.665,-0.016,0.077
BECTON DICKINSON & CO,0.214,0.038,-0.062,0.100,0.027,0.032,0.412,1.447,1.000,0.091,5.022,10.150,1.000,2016.000,93.000,0.796,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,5.575,0.495,0.029,1.000,0.019,0.021,1.000,-0.031,3.450,-0.127,97.000,0.000,10.538,0.757,-0.038,0.068
BECTON DICKINSON & CO,-0.031,0.029,-0.038,0.068,0.019,0.021,0.495,5.575,1.000,-0.127,3.450,10.538,1.000,2017.000,97.000,0.757,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,1.027,0.351,0.006,1.000,0.017,0.019,1.000,0.322,3.335,0.735,97.000,0.000,10.895,0.680,-0.047,0.053
BECTON DICKINSON & CO,0.322,0.006,-0.047,0.053,0.017,0.019,0.351,1.027,1.000,0.735,3.335,10.895,1.000,2018.000,97.000,0.680,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,1.178,0.349,0.024,1.000,0.018,0.021,1.000,0.082,3.245,-0.048,129.000,0.000,10.854,0.636,-0.041,0.064
BEL FUSE INC,-0.117,-0.152,-0.242,0.090,0.019,0.063,0.304,2.767,1.000,0.215,2.346,6.056,1.000,2016.000,89.000,0.308,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,3.048,0.278,-0.028,1.000,0.015,0.067,1.000,-0.017,1.918,1.000,89.000,0.000,6.067,0.329,-0.084,0.056
BEL FUSE INC,-0.017,-0.028,-0.084,0.056,0.015,0.067,0.278,3.048,1.000,1.000,1.918,6.067,1.000,2017.000,89.000,0.329,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,2.740,0.252,0.047,1.000,0.026,0.066,1.000,0.115,1.280,0.123,95.000,0.000,6.095,0.285,0.024,0.023
BEL FUSE INC,0.115,0.047,0.024,0.023,0.026,0.066,0.252,2.740,1.000,0.123,1.280,6.095,1.000,2018.000,95.000,0.285,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,3.139,0.321,-0.019,1.000,0.021,0.057,1.000,-0.102,1.497,-0.197,96.000,0.000,6.150,0.275,-0.071,0.052
VERIZON COMMUNICATIONS INC,-0.043,0.054,-0.039,0.093,0.070,0.000,0.432,0.870,1.000,0.352,9.661,12.406,1.000,2016.000,89.000,0.979,1.000,"Business Equipment, Telephone and Television Transmission",2017.000,0.905,0.442,0.117,1.000,0.067,0.000,1.000,0.000,5.010,-0.483,89.000,0.000,12.457,0.971,0.019,0.098
VERIZON COMMUNICATIONS INC,0.000,0.117,0.019,0.098,0.067,0.000,0.442,0.905,1.000,-0.483,5.010,12.457,1.000,2017.000,89.000,0.971,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,0.913,0.400,0.059,1.000,0.063,0.000,1.000,0.038,4.371,0.183,96.000,0.000,12.487,1.000,-0.071,0.130
VERIZON COMMUNICATIONS INC,0.038,0.059,-0.071,0.130,0.063,0.000,0.400,0.913,1.000,0.183,4.371,12.487,1.000,2018.000,96.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,0.835,0.408,0.066,1.000,0.061,0.000,1.000,0.008,4.136,0.130,96.000,0.000,12.584,1.000,-0.056,0.123
BEMIS CO INC,-0.016,0.064,-0.054,0.118,0.056,0.013,0.411,2.023,1.000,0.327,3.519,8.220,1.000,2016.000,83.000,0.544,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.857,0.417,0.025,1.000,0.051,0.012,1.000,0.010,3.612,-0.784,83.000,0.000,8.216,0.462,-0.077,0.102
BEMIS CO INC,0.010,0.025,-0.077,0.102,0.051,0.012,0.417,1.857,1.000,-0.784,3.612,8.216,1.000,2017.000,83.000,0.462,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.760,0.378,0.063,1.000,0.040,0.011,1.000,0.011,3.435,0.210,86.000,0.000,8.181,0.493,-0.066,0.129
BEST BUY CO INC,-0.020,0.066,-0.031,0.098,0.048,0.000,0.099,1.428,0.000,0.384,2.066,9.512,1.000,2016.000,82.000,0.613,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.477,0.095,0.089,1.000,0.042,0.000,1.000,-0.003,2.941,0.335,81.000,0.000,9.536,0.847,-0.095,0.184
